temp,seed,vdd,sigma,corner_mos,corner_res,w_load,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,iout,iout_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,tt,bcs,4u,None,000006,None,1.56749e-09,True,0.371677,True,6.57687e-10,False,False,False,5.27463040299881
27,0.0,3.3,1,tt,bcs,5u,None,000007,None,1.56703e-09,True,0.364151,True,6.73884e-10,False,False,False,
27,0.0,3.3,1,tt,bcs,6u,None,000008,None,1.56727e-09,True,0.358226,True,6.90652e-10,False,False,False,
27,0.0,3.3,1,ff,typ,4u,None,000018,None,2.82934e-09,True,0.340518,True,9.87888e-10,False,False,False,
27,0.0,3.3,1,ff,typ,5u,None,000019,None,2.82985e-09,True,0.332494,True,9.96892e-10,False,False,False,
27,0.0,3.3,1,ff,typ,6u,None,000020,None,2.83039e-09,True,0.326077,True,1.0066e-09,False,False,False,
27,0.0,3.3,1,ff,wcs,4u,None,000021,None,2.82911e-09,True,0.340519,True,9.8791e-10,False,False,False,
27,0.0,3.3,1,ff,wcs,5u,None,000022,None,2.82978e-09,True,0.332497,True,9.96965e-10,False,False,False,
27,0.0,3.3,1,ff,wcs,6u,None,000023,None,2.83015e-09,True,0.326076,True,1.00657e-09,False,False,False,
27,0.0,3.3,1,tt,typ,4u,None,000000,None,1.568e-09,True,0.371691,True,6.57961e-10,False,False,False,
27,0.0,3.3,1,tt,typ,5u,None,000001,None,1.56821e-09,True,0.364183,True,6.74495e-10,False,False,False,
27,0.0,3.3,1,tt,typ,6u,None,000002,None,1.5679e-09,True,0.358244,True,6.91015e-10,False,False,False,
27,0.0,3.3,1,tt,wcs,4u,None,000003,None,1.56826e-09,True,0.371699,True,6.58104e-10,False,False,False,
27,0.0,3.3,1,tt,wcs,5u,None,000004,None,1.56864e-09,True,0.364195,True,6.74733e-10,False,False,False,
27,0.0,3.3,1,tt,wcs,6u,None,000005,None,1.56861e-09,True,0.358264,True,6.91406e-10,False,False,False,
27,0.0,3.3,1,ss,typ,4u,None,000009,None,1.32482e-09,True,0.411541,True,6.00464e-10,False,False,False,
27,0.0,3.3,1,ss,typ,5u,None,000010,None,1.32473e-09,True,0.404158,True,6.18332e-10,False,False,False,
27,0.0,3.3,1,ss,typ,6u,None,000011,None,1.32479e-09,True,0.398352,True,6.36362e-10,False,False,False,
27,0.0,3.3,1,ss,wcs,4u,None,000012,None,1.32541e-09,True,0.411559,True,6.00766e-10,False,False,False,
27,0.0,3.3,1,ss,wcs,5u,None,000013,None,1.32507e-09,True,0.404168,True,6.18517e-10,False,False,False,
27,0.0,3.3,1,ss,wcs,6u,None,000014,None,1.32494e-09,True,0.398357,True,6.36442e-10,False,False,False,
27,0.0,3.3,1,ss,bcs,4u,None,000015,None,1.32391e-09,True,0.411515,True,6.00029e-10,False,False,False,
27,0.0,3.3,1,ss,bcs,5u,None,000016,None,1.32408e-09,True,0.404138,True,6.17995e-10,False,False,False,
27,0.0,3.3,1,ss,bcs,6u,None,000017,None,1.32412e-09,True,0.398332,True,6.36005e-10,False,False,False,
27,0.0,3.3,1,sf,wcs,4u,None,000030,None,1.44356e-09,True,0.391592,True,6.28857e-10,False,False,False,
27,0.0,3.3,1,sf,wcs,5u,None,000031,None,1.44375e-09,True,0.384147,True,6.46135e-10,False,False,False,
27,0.0,3.3,1,sf,wcs,6u,None,000032,None,1.444e-09,True,0.378283,True,6.63625e-10,False,False,False,
27,0.0,3.3,1,ff,bcs,4u,None,000024,None,2.8291e-09,True,0.340509,True,9.87647e-10,False,False,False,
27,0.0,3.3,1,ff,bcs,5u,None,000025,None,2.82983e-09,True,0.33249,True,9.96773e-10,False,False,False,
27,0.0,3.3,1,ff,bcs,6u,None,000026,None,2.83014e-09,True,0.326068,True,1.00632e-09,False,False,False,
27,0.0,3.3,1,sf,typ,4u,None,000027,None,1.44309e-09,True,0.391578,True,6.28616e-10,False,False,False,
27,0.0,3.3,1,sf,typ,5u,None,000028,None,1.44348e-09,True,0.384139,True,6.45981e-10,False,False,False,
27,0.0,3.3,1,sf,typ,6u,None,000029,None,1.44312e-09,True,0.378257,True,6.63145e-10,False,False,False,
27,0.0,3.3,1,fs,typ,4u,None,000036,None,1.80538e-09,True,0.351883,True,7.15909e-10,False,False,False,
27,0.0,3.3,1,fs,typ,5u,None,000037,None,1.80553e-09,True,0.344249,True,7.30944e-10,False,False,False,
27,0.0,3.3,1,fs,typ,6u,None,000038,None,1.80548e-09,True,0.338202,True,7.46256e-10,False,False,False,
27,0.0,3.3,1,sf,bcs,4u,None,000033,None,1.44285e-09,True,0.391571,True,6.2848e-10,False,False,False,
27,0.0,3.3,1,sf,bcs,5u,None,000034,None,1.44271e-09,True,0.384116,True,6.45569e-10,False,False,False,
27,0.0,3.3,1,sf,bcs,6u,None,000035,None,1.4427e-09,True,0.378245,True,6.62922e-10,False,False,False,
27,0.0,3.3,1,fs,wcs,4u,None,000039,None,1.80569e-09,True,0.351892,True,7.1609e-10,False,False,False,
27,0.0,3.3,1,fs,wcs,5u,None,000040,None,1.8059e-09,True,0.34426,True,7.31179e-10,False,False,False,
27,0.0,3.3,1,fs,wcs,6u,None,000041,None,1.8057e-09,True,0.338209,True,7.46415e-10,False,False,False,
27,0.0,3.2,1,ss,wcs,4u,None,000057,None,1.30833e-09,True,0.411363,True,5.97468e-10,False,False,False,
27,0.0,3.2,1,ss,wcs,5u,None,000058,None,1.30871e-09,True,0.404004,True,6.15668e-10,False,False,False,
27,0.0,3.2,1,ss,wcs,6u,None,000059,None,1.3087e-09,True,0.398207,True,6.33777e-10,False,False,False,
27,0.0,3.2,1,tt,typ,4u,None,000045,None,1.49943e-09,True,0.370835,True,6.42214e-10,False,False,False,
27,0.0,3.2,1,tt,typ,5u,None,000046,None,1.4995e-09,True,0.363366,True,6.59106e-10,False,False,False,
27,0.0,3.2,1,tt,typ,6u,None,000047,None,1.49973e-09,True,0.357482,True,6.76312e-10,False,False,False,
27,0.0,3.3,1,fs,bcs,4u,None,000042,None,1.80467e-09,True,0.351864,True,7.15522e-10,False,False,False,
27,0.0,3.3,1,fs,bcs,5u,None,000043,None,1.80457e-09,True,0.344224,True,7.30432e-10,False,False,False,
27,0.0,3.3,1,fs,bcs,6u,None,000044,None,1.80488e-09,True,0.338186,True,7.4592e-10,False,False,False,
27,0.0,3.2,1,ss,typ,4u,None,000054,None,1.30794e-09,True,0.411351,True,5.97261e-10,False,False,False,
27,0.0,3.2,1,ss,typ,5u,None,000055,None,1.30818e-09,True,0.403988,True,6.15394e-10,False,False,False,
27,0.0,3.2,1,ss,typ,6u,None,000056,None,1.30824e-09,True,0.398193,True,6.33532e-10,False,False,False,
27,0.0,3.2,1,tt,wcs,4u,None,000048,None,1.50022e-09,True,0.370856,True,6.42604e-10,False,False,False,
27,0.0,3.2,1,tt,wcs,5u,None,000049,None,1.49998e-09,True,0.363381,True,6.59378e-10,False,False,False,
27,0.0,3.2,1,tt,wcs,6u,None,000050,None,1.49996e-09,True,0.357489,True,6.76432e-10,False,False,False,
27,0.0,3.2,1,tt,bcs,4u,None,000051,None,1.49897e-09,True,0.37082,True,6.41955e-10,False,False,False,
27,0.0,3.2,1,tt,bcs,5u,None,000052,None,1.49903e-09,True,0.363352,True,6.58853e-10,False,False,False,
27,0.0,3.2,1,tt,bcs,6u,None,000053,None,1.49912e-09,True,0.357465,True,6.7597e-10,False,False,False,
27,0.0,3.2,1,ff,wcs,4u,None,000066,None,2.47532e-09,True,0.336917,True,8.91686e-10,False,False,False,
27,0.0,3.2,1,ff,wcs,5u,None,000067,None,2.47579e-09,True,0.329005,True,9.02744e-10,False,False,False,
27,0.0,3.2,1,ff,wcs,6u,None,000068,None,2.47608e-09,True,0.322697,True,9.14391e-10,False,False,False,
27,0.0,3.2,1,ff,bcs,4u,None,000069,None,2.4751e-09,True,0.336907,True,8.91442e-10,False,False,False,
27,0.0,3.2,1,ff,bcs,5u,None,000070,None,2.47535e-09,True,0.32899,True,9.02354e-10,False,False,False,
