temp,seed,vdd,sigma,corner_mos,corner_res,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,tt,typ,None,000000,None,2.37355e-06,True,0.0396509,True,True,True,1.1996556140002212
