temp,seed,vdd,sigma,corner_mos,corner_res,w_load,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,iout,iout_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,tt,wcs,4u,None,000003,None,1.09043e-10,True,0.219956,True,9.35883e-12,False,False,False,5.091289695001251
27,0.0,3.3,1,tt,wcs,5u,None,000004,None,1.08965e-10,True,0.179967,True,3.93914e-12,False,False,False,
27,0.0,3.3,1,tt,wcs,6u,None,000005,None,1.09077e-10,True,0.151634,True,2.19569e-12,False,False,False,
27,0.0,3.3,1,ss,wcs,4u,None,000012,None,9.08821e-11,True,0.227871,True,3.64607e-12,False,False,False,
27,0.0,3.3,1,ss,wcs,5u,None,000013,None,9.08673e-11,True,0.185283,True,1.44845e-12,False,False,False,
27,0.0,3.3,1,ss,wcs,6u,None,000014,None,9.09281e-11,True,0.155814,True,7.90553e-13,False,False,False,
27,0.0,3.3,1,ff,typ,4u,None,000018,None,1.77779e-10,True,0.213232,True,2.69956e-11,False,False,False,
27,0.0,3.3,1,ff,typ,5u,None,000019,None,1.77818e-10,True,0.177784,True,1.27261e-11,False,False,False,
27,0.0,3.3,1,ff,typ,6u,None,000020,None,1.78285e-10,True,0.150813,True,7.29242e-12,False,False,False,
27,0.0,3.3,1,sf,typ,4u,None,000027,None,1.20017e-10,True,0.221221,True,5.42022e-12,False,False,False,
27,0.0,3.3,1,sf,typ,5u,None,000028,None,1.20382e-10,True,0.18016,True,2.23103e-12,False,False,False,
27,0.0,3.3,1,sf,typ,6u,None,000029,None,1.20738e-10,True,0.151589,True,1.24195e-12,False,False,False,
27,0.0,3.3,1,sf,wcs,4u,None,000030,None,1.20017e-10,True,0.221221,True,5.42022e-12,False,False,False,
27,0.0,3.3,1,sf,wcs,5u,None,000031,None,1.20382e-10,True,0.18016,True,2.23103e-12,False,False,False,
27,0.0,3.3,1,sf,wcs,6u,None,000032,None,1.20738e-10,True,0.151589,True,1.24194e-12,False,False,False,
27,0.0,3.3,1,tt,typ,4u,None,000000,None,1.09043e-10,True,0.219956,True,9.35883e-12,False,False,False,
27,0.0,3.3,1,tt,typ,5u,None,000001,None,1.08965e-10,True,0.179967,True,3.93914e-12,False,False,False,
27,0.0,3.3,1,tt,typ,6u,None,000002,None,1.09076e-10,True,0.151634,True,2.19569e-12,False,False,False,
27,0.0,3.3,1,tt,bcs,4u,None,000006,None,1.09043e-10,True,0.219956,True,9.35883e-12,False,False,False,
27,0.0,3.3,1,tt,bcs,5u,None,000007,None,1.08964e-10,True,0.179967,True,3.93914e-12,False,False,False,
27,0.0,3.3,1,tt,bcs,6u,None,000008,None,1.09076e-10,True,0.151634,True,2.19569e-12,False,False,False,
27,0.0,3.3,1,ss,typ,4u,None,000009,None,9.08821e-11,True,0.227871,True,3.64607e-12,False,False,False,
27,0.0,3.3,1,ss,typ,5u,None,000010,None,9.08676e-11,True,0.185283,True,1.44845e-12,False,False,False,
27,0.0,3.3,1,ss,typ,6u,None,000011,None,9.09279e-11,True,0.155814,True,7.90553e-13,False,False,False,
27,0.0,3.3,1,ff,wcs,4u,None,000021,None,1.77779e-10,True,0.213232,True,2.69956e-11,False,False,False,
27,0.0,3.3,1,ff,wcs,5u,None,000022,None,1.77817e-10,True,0.177784,True,1.27261e-11,False,False,False,
27,0.0,3.3,1,ff,wcs,6u,None,000023,None,1.78285e-10,True,0.150813,True,7.29241e-12,False,False,False,
27,0.0,3.3,1,ff,bcs,4u,None,000024,None,1.77779e-10,True,0.213232,True,2.69957e-11,False,False,False,
27,0.0,3.3,1,ff,bcs,5u,None,000025,None,1.77818e-10,True,0.177784,True,1.27261e-11,False,False,False,
27,0.0,3.3,1,ff,bcs,6u,None,000026,None,1.78285e-10,True,0.150813,True,7.29242e-12,False,False,False,
27,0.0,3.3,1,ss,bcs,4u,None,000015,None,9.08821e-11,True,0.227871,True,3.64607e-12,False,False,False,
27,0.0,3.3,1,ss,bcs,5u,None,000016,None,9.08674e-11,True,0.185283,True,1.44845e-12,False,False,False,
27,0.0,3.3,1,ss,bcs,6u,None,000017,None,9.09279e-11,True,0.155814,True,7.90553e-13,False,False,False,
27,0.0,3.3,1,sf,bcs,4u,None,000033,None,1.20017e-10,True,0.221221,True,5.42022e-12,False,False,False,
27,0.0,3.3,1,sf,bcs,5u,None,000034,None,1.20382e-10,True,0.18016,True,2.23103e-12,False,False,False,
27,0.0,3.3,1,sf,bcs,6u,None,000035,None,1.20738e-10,True,0.151589,True,1.24195e-12,False,False,False,
27,0.0,3.3,1,fs,typ,4u,None,000036,None,1.11116e-10,True,0.218542,True,1.67702e-11,False,False,False,
27,0.0,3.3,1,fs,typ,5u,None,000037,None,1.10613e-10,True,0.180511,True,7.40034e-12,False,False,False,
27,0.0,3.3,1,fs,typ,6u,None,000038,None,1.10539e-10,True,0.152551,True,4.14578e-12,False,False,False,
27,0.0,3.3,1,fs,wcs,4u,None,000039,None,1.11116e-10,True,0.218542,True,1.67702e-11,False,False,False,
27,0.0,3.3,1,fs,wcs,5u,None,000040,None,1.10613e-10,True,0.180511,True,7.40034e-12,False,False,False,
27,0.0,3.3,1,fs,wcs,6u,None,000041,None,1.10539e-10,True,0.152551,True,4.14578e-12,False,False,False,
27,0.0,3.2,1,ff,typ,4u,None,000063,None,1.58259e-10,True,0.206872,True,2.25892e-11,False,False,False,
