temp,seed,vdd,sigma,corner_mos,corner_res,w_load,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,iout,iout_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,tt,wcs,4u,None,000003,None,2.45492e-06,True,0.693736,True,8.19313e-07,True,True,True,3.924577761999899
27,0.0,3.3,1,tt,wcs,5u,None,000004,None,2.45494e-06,True,0.674646,True,8.19338e-07,True,True,True,
27,0.0,3.3,1,tt,wcs,6u,None,000005,None,2.45496e-06,True,0.660155,True,8.19356e-07,True,True,True,
27,0.0,3.3,1,ss,wcs,4u,None,000012,None,2.45945e-06,True,0.740992,True,8.20744e-07,True,True,True,
27,0.0,3.3,1,ss,wcs,5u,None,000013,None,2.45947e-06,True,0.721506,True,8.20768e-07,True,True,True,
27,0.0,3.3,1,ss,wcs,6u,None,000014,None,2.45949e-06,True,0.706722,True,8.20787e-07,True,True,True,
27,0.0,3.3,1,ss,bcs,4u,None,000015,None,3.34719e-06,True,0.769645,True,1.11691e-06,True,True,True,
27,0.0,3.3,1,ss,bcs,5u,None,000016,None,3.34722e-06,True,0.747933,True,1.11695e-06,True,True,True,
27,0.0,3.3,1,ss,bcs,6u,None,000017,None,3.34725e-06,True,0.731504,True,1.11698e-06,True,True,True,
27,0.0,3.3,1,tt,typ,4u,None,000000,None,2.84324e-06,True,0.706705,True,9.48882e-07,True,True,True,
27,0.0,3.3,1,tt,typ,5u,None,000001,None,2.84327e-06,True,0.686625,True,9.48912e-07,True,True,True,
27,0.0,3.3,1,tt,typ,6u,None,000002,None,2.84329e-06,True,0.671403,True,9.48934e-07,True,True,True,
27,0.0,3.3,1,ss,typ,4u,None,000009,None,2.85022e-06,True,0.754308,True,9.51118e-07,True,True,True,
27,0.0,3.3,1,ss,typ,5u,None,000010,None,2.85025e-06,True,0.733797,True,9.51148e-07,True,True,True,
27,0.0,3.3,1,ss,typ,6u,None,000011,None,2.85028e-06,True,0.718256,True,9.51171e-07,True,True,True,
27,0.0,3.3,1,ff,typ,4u,None,000018,None,2.83661e-06,True,0.656813,True,9.46766e-07,True,True,True,
27,0.0,3.3,1,ff,typ,5u,None,000019,None,2.83664e-06,True,0.637163,True,9.46795e-07,True,True,True,
27,0.0,3.3,1,ff,typ,6u,None,000020,None,2.83666e-06,True,0.622259,True,9.46818e-07,True,True,True,
27,0.0,3.3,1,ff,bcs,4u,None,000024,None,3.32639e-06,True,0.67132,True,1.1102e-06,True,True,True,
27,0.0,3.3,1,ff,bcs,5u,None,000025,None,3.32643e-06,True,0.650554,True,1.11023e-06,True,True,True,
