temp,seed,vdd,sigma,corner_mos,corner_res,res,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,ss,bcs,50000,None,000015,None,6.12616e-06,True,0.102291,True,True,True,4.426359285000217
27,0.0,3.3,1,ss,bcs,10000,None,000016,None,6.12665e-06,True,0.0204631,True,True,True,
27,0.0,3.3,1,ss,bcs,80000,None,000017,None,6.12585e-06,True,0.163641,True,True,True,
27,0.0,3.3,1,tt,wcs,50000,None,000003,None,4.05877e-06,True,0.0677867,True,True,True,
27,0.0,3.3,1,tt,wcs,10000,None,000004,None,4.05903e-06,True,0.0135599,True,True,True,
27,0.0,3.3,1,tt,wcs,80000,None,000005,None,4.0586e-06,True,0.108445,True,True,True,
27,0.0,3.3,1,ss,wcs,50000,None,000012,None,4.13179e-06,True,0.069002,True,True,True,
27,0.0,3.3,1,ss,wcs,10000,None,000013,None,4.13206e-06,True,0.013803,True,True,True,
27,0.0,3.3,1,ss,wcs,80000,None,000014,None,4.13162e-06,True,0.110389,True,True,True,
27,0.0,3.3,1,tt,bcs,50000,None,000006,None,6.0024e-06,True,0.10023,True,True,True,
27,0.0,3.3,1,tt,bcs,10000,None,000007,None,6.00288e-06,True,0.0200509,True,True,True,
27,0.0,3.3,1,tt,bcs,80000,None,000008,None,6.00209e-06,True,0.160344,True,True,True,
27,0.0,3.3,1,ff,typ,50000,None,000018,None,4.79998e-06,True,0.0801642,True,True,True,
27,0.0,3.3,1,ff,typ,10000,None,000019,None,4.80032e-06,True,0.0160362,True,True,True,
27,0.0,3.3,1,ff,typ,80000,None,000020,None,4.79976e-06,True,0.128245,True,True,True,
27,0.0,3.3,1,ff,wcs,50000,None,000021,None,3.98507e-06,True,0.0665599,True,True,True,
27,0.0,3.3,1,ff,wcs,10000,None,000022,None,3.98532e-06,True,0.0133145,True,True,True,
27,0.0,3.3,1,ff,wcs,80000,None,000023,None,3.9849e-06,True,0.106482,True,True,True,
27,0.0,3.3,1,sf,typ,50000,None,000027,None,4.94837e-06,True,0.0826411,True,True,True,
27,0.0,3.3,1,sf,typ,10000,None,000028,None,4.94872e-06,True,0.0165318,True,True,True,
27,0.0,3.3,1,sf,typ,80000,None,000029,None,4.94814e-06,True,0.132207,True,True,True,
27,0.0,3.3,1,tt,typ,50000,None,000000,None,4.89519e-06,True,0.0817492,True,True,True,
27,0.0,3.3,1,tt,typ,10000,None,000001,None,4.89554e-06,True,0.0163533,True,True,True,
27,0.0,3.3,1,tt,typ,80000,None,000002,None,4.89496e-06,True,0.130781,True,True,True,
27,0.0,3.3,1,ss,typ,50000,None,000009,None,4.98946e-06,True,0.0833185,True,True,True,
27,0.0,3.3,1,ss,typ,10000,None,000010,None,4.98981e-06,True,0.0166672,True,True,True,
27,0.0,3.3,1,ss,typ,80000,None,000011,None,4.98923e-06,True,0.133291,True,True,True,
27,0.0,3.3,1,ff,bcs,50000,None,000024,None,5.87732e-06,True,0.0981479,True,True,True,
27,0.0,3.3,1,ff,bcs,10000,None,000025,None,5.87779e-06,True,0.0196342,True,True,True,
27,0.0,3.3,1,ff,bcs,80000,None,000026,None,5.87702e-06,True,0.157013,True,True,True,
27,0.0,3.3,1,sf,wcs,50000,None,000030,None,4.10045e-06,True,0.0684859,True,True,True,
