temp,seed,vdd,sigma,corner_mos,corner_res,w_load,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,iout,iout_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,ss,wcs,4u,None,000012,None,4.72818e-06,True,0.805823,True,1.5776e-06,False,False,False,3.947775234000801
27,0.0,3.3,1,ss,wcs,5u,None,000013,None,4.72824e-06,True,0.781206,True,1.57765e-06,False,False,False,
27,0.0,3.3,1,ss,wcs,6u,None,000014,None,4.72828e-06,True,0.762627,True,1.5777e-06,False,False,False,
27,0.0,3.3,1,tt,wcs,4u,None,000003,None,4.7057e-06,True,0.756777,True,1.57025e-06,False,False,False,
27,0.0,3.3,1,tt,wcs,5u,None,000004,None,4.70575e-06,True,0.732737,True,1.5703e-06,False,False,False,
27,0.0,3.3,1,tt,wcs,6u,None,000005,None,4.7058e-06,True,0.714584,True,1.57035e-06,False,False,False,
27,0.0,3.3,1,tt,bcs,4u,None,000006,None,6.44437e-06,True,0.793102,True,2.15024e-06,False,False,False,
27,0.0,3.3,1,tt,bcs,5u,None,000007,None,6.44446e-06,True,0.766083,True,2.15033e-06,False,False,False,
27,0.0,3.3,1,tt,bcs,6u,None,000008,None,6.44452e-06,True,0.745723,True,2.1504e-06,False,False,False,
27,0.0,3.3,1,ss,typ,4u,None,000009,None,5.49959e-06,True,0.823179,True,1.83491e-06,False,False,False,
27,0.0,3.3,1,ss,typ,5u,None,000010,None,5.49966e-06,True,0.797137,True,1.83498e-06,False,False,False,
27,0.0,3.3,1,ss,typ,6u,None,000011,None,5.49971e-06,True,0.777503,True,1.83503e-06,False,False,False,
27,0.0,3.3,1,ss,bcs,4u,None,000015,None,6.48547e-06,True,0.843284,True,2.16374e-06,False,False,False,
27,0.0,3.3,1,ss,bcs,5u,None,000016,None,6.48555e-06,True,0.815571,True,2.16383e-06,False,False,False,
27,0.0,3.3,1,ss,bcs,6u,None,000017,None,6.48562e-06,True,0.7947,True,2.1639e-06,False,False,False,
27,0.0,3.3,1,ff,wcs,4u,None,000021,None,4.68337e-06,True,0.70544,True,1.56296e-06,False,False,False,
27,0.0,3.3,1,ff,wcs,5u,None,000022,None,4.68343e-06,True,0.681977,True,1.56301e-06,False,False,False,
27,0.0,3.3,1,ff,wcs,6u,None,000023,None,4.68347e-06,True,0.664251,True,1.56306e-06,False,False,False,
27,0.0,3.3,1,ff,bcs,4u,None,000024,None,6.40329e-06,True,0.740632,True,2.13676e-06,False,False,False,
27,0.0,3.3,1,ff,bcs,5u,None,000025,None,6.40338e-06,True,0.714305,True,2.13684e-06,False,False,False,
27,0.0,3.3,1,ff,bcs,6u,None,000026,None,6.40344e-06,True,0.694457,True,2.1369e-06,False,False,False,
27,0.0,3.3,1,sf,typ,4u,None,000027,None,5.49123e-06,True,0.798497,True,1.83234e-06,False,False,False,
27,0.0,3.3,1,sf,typ,5u,None,000028,None,5.4913e-06,True,0.772758,True,1.83241e-06,False,False,False,
27,0.0,3.3,1,sf,typ,6u,None,000029,None,5.49136e-06,True,0.753349,True,1.83247e-06,False,False,False,
27,0.0,3.3,1,sf,wcs,4u,None,000030,None,4.72278e-06,True,0.781394,True,1.57599e-06,False,False,False,
27,0.0,3.3,1,sf,wcs,5u,None,000031,None,4.72284e-06,True,0.757054,True,1.57604e-06,False,False,False,
27,0.0,3.3,1,sf,wcs,6u,None,000032,None,4.72288e-06,True,0.73868,True,1.57609e-06,False,False,False,
27,0.0,3.3,1,tt,typ,4u,None,000000,None,5.46941e-06,True,0.773615,True,1.82502e-06,False,False,False,
27,0.0,3.3,1,tt,typ,5u,None,000001,None,5.46948e-06,True,0.748204,True,1.82509e-06,False,False,False,
27,0.0,3.3,1,tt,typ,6u,None,000002,None,5.46953e-06,True,0.729035,True,1.82514e-06,False,False,False,
27,0.0,3.3,1,ff,typ,4u,None,000018,None,5.43933e-06,True,0.721763,True,1.81517e-06,False,False,False,
27,0.0,3.3,1,ff,typ,5u,None,000019,None,5.4394e-06,True,0.696981,True,1.81524e-06,False,False,False,
27,0.0,3.3,1,ff,typ,6u,None,000020,None,5.43945e-06,True,0.678278,True,1.81529e-06,False,False,False,
