temp,seed,vdd,sigma,corner_mos,corner_res,w_load,sim_error,run_id,tb_isource_beta_op__error,idd,idd_pass,out,out_pass,iout,iout_pass,tb_isource_beta_op_overall_pass,global_pass,simulation_duration_s_total
27,0.0,3.3,1,ff,typ,5u,None,000002,None,2.02276e-06,True,0.611023,True,6.75196e-07,False,False,False,1.6285864539986505
27,0.0,3.3,1,fs,typ,5u,None,000004,None,2.01919e-06,True,0.635187,True,6.73919e-07,False,False,False,
27,0.0,3.2,1,tt,typ,5u,None,000005,None,2.01773e-06,True,0.659544,True,6.73414e-07,False,False,False,
27,0.0,3.3,1,ss,typ,5u,None,000001,None,2.02693e-06,True,0.706294,True,6.76449e-07,False,False,False,
27,0.0,3.2,1,ff,typ,5u,None,000007,None,2.01545e-06,True,0.610755,True,6.72724e-07,False,False,False,
27,0.0,3.3,1,tt,typ,5u,None,000000,None,2.02468e-06,True,0.659804,True,6.75766e-07,False,False,False,
27,0.0,3.3,1,sf,typ,5u,None,000003,None,2.03025e-06,True,0.683173,True,6.77642e-07,False,False,False,
27,0.0,3.2,1,ss,typ,5u,None,000006,None,2.02028e-06,True,0.70604,True,6.74197e-07,False,False,False,
27,0.0,3.2,1,sf,typ,5u,None,000008,None,2.02312e-06,True,0.682904,True,6.7523e-07,False,False,False,
27,0.0,3.2,1,fs,typ,5u,None,000009,None,2.01241e-06,True,0.634935,True,6.71621e-07,False,False,False,
0,0.0,3.3,1,tt,typ,5u,None,000010,None,1.87278e-06,True,0.675898,True,6.2506e-07,False,False,False,
0,0.0,3.3,1,ss,typ,5u,None,000011,None,1.87469e-06,True,0.722478,True,6.25635e-07,False,False,False,
0,0.0,3.3,1,ff,typ,5u,None,000012,None,1.87118e-06,True,0.627045,True,6.2459e-07,False,False,False,
0,0.0,3.3,1,sf,typ,5u,None,000013,None,1.87809e-06,True,0.69931,True,6.26847e-07,False,False,False,
0,0.0,3.3,1,fs,typ,5u,None,000014,None,1.86756e-06,True,0.65125,True,6.23303e-07,False,False,False,
0,0.0,3.2,1,tt,typ,5u,None,000015,None,1.8659e-06,True,0.67564,True,6.2273e-07,False,False,False,
0,0.0,3.2,1,ss,typ,5u,None,000016,None,1.86808e-06,True,0.722225,True,6.23396e-07,False,False,False,
0,0.0,3.2,1,ff,typ,5u,None,000017,None,1.86398e-06,True,0.62678,True,6.22153e-07,False,False,False,
0,0.0,3.2,1,sf,typ,5u,None,000018,None,1.87104e-06,True,0.699044,True,6.24463e-07,False,False,False,
0,0.0,3.2,1,fs,typ,5u,None,000019,None,1.86083e-06,True,0.651,True,6.21024e-07,False,False,False,
80,0.0,3.3,1,tt,typ,5u,None,000020,None,2.32482e-06,True,0.625199,True,7.75974e-07,False,False,False,
80,0.0,3.3,1,ss,typ,5u,None,000021,None,2.32775e-06,True,0.671553,True,7.76874e-07,False,False,False,
80,0.0,3.3,1,ff,typ,5u,None,000022,None,2.3226e-06,True,0.576528,True,7.75315e-07,False,False,False,
80,0.0,3.3,1,sf,typ,5u,None,000023,None,2.33096e-06,True,0.64851,True,7.78046e-07,False,False,False,
80,0.0,3.3,1,fs,typ,5u,None,000024,None,2.31882e-06,True,0.600618,True,7.7395e-07,False,False,False,
80,0.0,3.2,1,tt,typ,5u,None,000025,None,2.31765e-06,True,0.624928,True,7.73543e-07,False,False,False,
80,0.0,3.2,1,ss,typ,5u,None,000026,None,2.32094e-06,True,0.67129,True,7.74564e-07,False,False,False,
80,0.0,3.2,1,ff,typ,5u,None,000027,None,2.31498e-06,True,0.576245,True,7.72736e-07,False,False,False,
80,0.0,3.2,1,sf,typ,5u,None,000028,None,2.32358e-06,True,0.648228,True,7.75545e-07,False,False,False,
80,0.0,3.2,1,fs,typ,5u,None,000029,None,2.31183e-06,True,0.600355,True,7.7158e-07,False,False,False,
