time,iout
0.0,4.06383486e-12
1e-10,4.06336198e-12
2e-10,4.06307707e-12
4e-10,4.06248577e-12
8e-10,4.06130117e-12
1.6e-09,4.05894328e-12
3.2e-09,4.05426803e-12
6.4e-09,4.04507505e-12
1.28e-08,4.02726526e-12
2.28e-08,4.00086584e-12
3.28e-08,3.9760537e-12
4.28e-08,3.95267104e-12
5.28e-08,3.93057511e-12
6.28e-08,3.90964093e-12
7.28e-08,3.88976002e-12
8.28e-08,3.87083813e-12
9.28e-08,3.85281855e-12
1.028e-07,3.83560854e-12
1.128e-07,3.81913877e-12
1.228e-07,3.80335184e-12
1.328e-07,3.78819825e-12
1.428e-07,3.77363439e-12
1.528e-07,3.75962157e-12
1.628e-07,3.74612522e-12
1.728e-07,3.73311442e-12
1.828e-07,3.72056142e-12
1.928e-07,3.70844133e-12
2.028e-07,3.69673178e-12
2.128e-07,3.68541266e-12
2.228e-07,3.67446594e-12
2.328e-07,3.66387543e-12
2.428e-07,3.65362662e-12
2.528e-07,3.64370657e-12
2.628e-07,3.63410374e-12
2.728e-07,3.62480793e-12
2.828e-07,3.61581014e-12
2.928e-07,3.60710251e-12
3.028e-07,3.59867824e-12
3.128e-07,3.59053154e-12
3.228e-07,3.58265756e-12
3.328e-07,3.57505234e-12
3.428e-07,3.56771279e-12
3.528e-07,3.56063661e-12
3.628e-07,3.55382233e-12
3.728e-07,3.5472692e-12
3.828e-07,3.54097724e-12
3.928e-07,3.53494714e-12
4.028e-07,3.52918035e-12
4.128e-07,3.52367895e-12
4.228e-07,3.51844573e-12
4.328e-07,3.51348414e-12
4.428e-07,3.50879828e-12
4.528e-07,3.50439291e-12
4.628e-07,3.50027345e-12
4.728e-07,3.49644596e-12
4.828e-07,3.49291716e-12
4.928e-07,3.48969443e-12
5.028e-07,3.48678581e-12
5.128e-07,3.4842e-12
5.228e-07,3.48194637e-12
5.328e-07,3.48003498e-12
5.428e-07,3.47847659e-12
5.528e-07,3.47728266e-12
5.628e-07,3.47646536e-12
5.728e-07,3.47603759e-12
5.828e-07,3.47601302e-12
5.928e-07,3.47640608e-12
6.028e-07,3.47723197e-12
6.128e-07,3.47850671e-12
6.228e-07,3.48024716e-12
6.328e-07,3.48247102e-12
6.428e-07,3.48519688e-12
6.528e-07,3.48844424e-12
6.628e-07,3.49223354e-12
6.728e-07,3.49658619e-12
6.828e-07,3.50152463e-12
6.928e-07,3.50707232e-12
7.028e-07,3.51325383e-12
7.128e-07,3.52009484e-12
7.228e-07,3.52762223e-12
7.328e-07,3.53586409e-12
7.428e-07,3.5448498e-12
7.528e-07,3.55461007e-12
7.628e-07,3.56517701e-12
7.728e-07,3.57658418e-12
7.828e-07,3.58886669e-12
7.928e-07,3.60206123e-12
8.028e-07,3.61620619e-12
8.128e-07,3.63134172e-12
8.228e-07,3.64750982e-12
8.328e-07,3.66475444e-12
8.428e-07,3.6831216e-12
8.528e-07,3.70265947e-12
8.628e-07,3.72341851e-12
8.728e-07,3.74545159e-12
8.828e-07,3.76881411e-12
8.928e-07,3.79356418e-12
9.028e-07,3.81976274e-12
9.128e-07,3.84747373e-12
9.228e-07,3.87676429e-12
9.328e-07,3.90770493e-12
9.428e-07,3.94036976e-12
9.528e-07,3.97483666e-12
9.628e-07,4.01118757e-12
9.728e-07,4.04950872e-12
9.828e-07,4.08989088e-12
9.928e-07,4.13242968e-12
1.0028e-06,4.17722593e-12
1.0128e-06,4.22438593e-12
1.0228e-06,4.27402184e-12
1.0328e-06,4.32625207e-12
1.0428e-06,4.38120172e-12
1.0528e-06,4.43900299e-12
1.0628e-06,4.49979569e-12
1.0728e-06,4.56372778e-12
1.0828e-06,4.6309559e-12
1.0928e-06,4.70164598e-12
1.1028e-06,4.77597392e-12
1.1128e-06,4.8541263e-12
1.1228e-06,4.93630108e-12
1.1328e-06,5.02270852e-12
1.1428e-06,5.11357199e-12
1.1528e-06,5.20912896e-12
1.1628e-06,5.30963205e-12
1.1728e-06,5.41535013e-12
1.1828e-06,5.52656956e-12
1.1928e-06,5.6435955e-12
1.2028e-06,5.76675329e-12
1.2128e-06,5.89639006e-12
1.2228e-06,6.03287635e-12
1.2328e-06,6.17660795e-12
1.2428e-06,6.32800784e-12
1.2528e-06,6.48752831e-12
1.2628e-06,6.65565331e-12
1.2728e-06,6.8329009e-12
1.2828e-06,7.019826e-12
1.2928e-06,7.21702335e-12
1.3028e-06,7.42513069e-12
1.3128e-06,7.64483226e-12
1.3228e-06,7.87686258e-12
1.3328e-06,8.12201059e-12
1.3428e-06,8.3811241e-12
1.3528e-06,8.6551147e-12
1.3628e-06,8.94496305e-12
1.3728e-06,9.25172469e-12
1.3828e-06,9.57653633e-12
1.3928e-06,9.9206227e-12
1.4028e-06,1.02853041e-11
1.4128e-06,1.06720046e-11
1.4228e-06,1.10822609e-11
1.4328e-06,1.1517732e-11
1.4428e-06,1.19802103e-11
1.4528e-06,1.24716325e-11
1.4628e-06,1.29940932e-11
1.4728e-06,1.35498583e-11
1.4828e-06,1.41413802e-11
1.4928e-06,1.47713151e-11
1.5028e-06,1.54425406e-11
1.5128e-06,1.61581764e-11
1.5228e-06,1.69216061e-11
1.5328e-06,1.7736501e-11
1.5428e-06,1.86068474e-11
1.5528e-06,1.9536975e-11
1.5628e-06,2.05315891e-11
1.5728e-06,2.1595806e-11
1.5828e-06,2.27351914e-11
1.5928e-06,2.39558025e-11
1.6028e-06,2.52642355e-11
1.6128e-06,2.66676762e-11
1.6228e-06,2.81739569e-11
1.6328e-06,2.97916187e-11
1.6428e-06,3.15299795e-11
1.6528e-06,3.33992102e-11
1.6628e-06,3.54104169e-11
1.6728e-06,3.75757333e-11
1.6828e-06,3.99084209e-11
1.6928e-06,4.24229804e-11
1.7028e-06,4.51352741e-11
1.7128e-06,4.80626611e-11
1.7228e-06,5.12241458e-11
1.7328e-06,5.4640542e-11
1.7428e-06,5.83346536e-11
1.7528e-06,6.23314738e-11
1.7628e-06,6.66584043e-11
1.7728e-06,7.13454972e-11
1.7828e-06,7.64257205e-11
1.7928e-06,8.1935252e-11
1.8028e-06,8.79138003e-11
1.8128e-06,9.44049599e-11
1.8228e-06,1.014566e-10
1.8328e-06,1.09121292e-10
1.8428e-06,1.17456778e-10
1.8528e-06,1.26526484e-10
1.8628e-06,1.36400083e-10
1.8728e-06,1.47154108e-10
1.8828e-06,1.58872619e-10
1.8928e-06,1.71647936e-10
1.9028e-06,1.85581427e-10
1.9128e-06,2.00784366e-10
1.9228e-06,2.17378859e-10
1.9328e-06,2.35498835e-10
1.9428e-06,2.55291119e-10
1.9528e-06,2.76916561e-10
1.9628e-06,3.00551245e-10
1.9728e-06,3.26387755e-10
1.9828e-06,3.54636497e-10
1.9928e-06,3.85527068e-10
2.0028e-06,4.1930965e-10
2.0128e-06,4.5625641e-10
2.0228e-06,4.96662885e-10
2.0328e-06,5.40849296e-10
2.0428e-06,5.89161775e-10
2.0528e-06,6.41973418e-10
2.0628e-06,6.99685117e-10
2.0728e-06,7.62726081e-10
2.0828e-06,8.31553951e-10
2.0928e-06,9.06654394e-10
2.1028e-06,9.88540056e-10
2.1128e-06,1.07774873e-09
2.1228e-06,1.17484056e-09
2.1328e-06,1.28039422e-09
2.1428e-06,1.39500171e-09
2.1528e-06,1.51926183e-09
2.1628e-06,1.65377201e-09
2.1728e-06,1.79911857e-09
2.1828e-06,1.95586509e-09
2.1928e-06,2.12453917e-09
2.2028e-06,2.30561746e-09
2.2128e-06,2.49950931e-09
2.2228e-06,2.70653924e-09
2.2328e-06,2.92692876e-09
2.2428e-06,3.16077818e-09
2.2528e-06,3.4080491e-09
2.2628e-06,3.66854843e-09
2.2728e-06,3.94191502e-09
2.2828e-06,4.22760966e-09
2.2928e-06,4.52490964e-09
