time,iout
0.0,7.05378347e-12
1e-10,7.05378301e-12
2e-10,7.05378272e-12
4e-10,7.05378214e-12
8e-10,7.05378096e-12
1.6e-09,7.0537786e-12
3.2e-09,7.05377389e-12
6.4e-09,7.05376446e-12
1.28e-08,7.05374561e-12
2.28e-08,7.05371617e-12
3.28e-08,7.05368672e-12
4.28e-08,7.05365728e-12
5.28e-08,7.05362785e-12
6.28e-08,7.05359841e-12
7.28e-08,7.05356898e-12
8.28e-08,7.05353956e-12
9.28e-08,7.05351014e-12
1.028e-07,7.05348072e-12
1.128e-07,7.05345131e-12
1.228e-07,7.0534219e-12
1.328e-07,7.0533925e-12
1.428e-07,7.0533631e-12
1.528e-07,7.0533337e-12
1.628e-07,7.05330431e-12
1.728e-07,7.05327492e-12
1.828e-07,7.05324553e-12
1.928e-07,7.05321615e-12
2.028e-07,7.05318678e-12
2.128e-07,7.0531574e-12
2.228e-07,7.05312803e-12
2.328e-07,7.05309867e-12
2.428e-07,7.05306931e-12
2.528e-07,7.05303995e-12
2.628e-07,7.0530106e-12
2.728e-07,7.05298125e-12
2.828e-07,7.0529519e-12
2.928e-07,7.05292256e-12
3.028e-07,7.05289323e-12
3.128e-07,7.05286389e-12
3.228e-07,7.05283456e-12
3.328e-07,7.05280524e-12
3.428e-07,7.05277592e-12
3.528e-07,7.0527466e-12
3.628e-07,7.05271728e-12
3.728e-07,7.05268797e-12
3.828e-07,7.05265867e-12
3.928e-07,7.05262937e-12
4.028e-07,7.05260007e-12
4.128e-07,7.05257078e-12
4.228e-07,7.05254149e-12
4.328e-07,7.0525122e-12
4.428e-07,7.05248292e-12
4.528e-07,7.05245364e-12
4.628e-07,7.05242437e-12
4.728e-07,7.0523951e-12
4.828e-07,7.05236583e-12
4.928e-07,7.05233657e-12
5.028e-07,7.05230731e-12
5.128e-07,7.05227806e-12
5.228e-07,7.05224881e-12
5.328e-07,7.05221956e-12
5.428e-07,7.05219032e-12
5.528e-07,7.05216108e-12
5.628e-07,7.05213185e-12
5.728e-07,7.05210262e-12
5.828e-07,7.05207339e-12
5.928e-07,7.05204417e-12
6.028e-07,7.05201495e-12
6.128e-07,7.05198574e-12
6.228e-07,7.05195652e-12
6.328e-07,7.05192732e-12
6.428e-07,7.05189812e-12
6.528e-07,7.05186892e-12
6.628e-07,7.05183972e-12
6.728e-07,7.05181053e-12
6.828e-07,7.05178135e-12
6.928e-07,7.05175216e-12
7.028e-07,7.05172298e-12
7.128e-07,7.05169381e-12
7.228e-07,7.05166464e-12
7.328e-07,7.05163547e-12
7.428e-07,7.05160631e-12
7.528e-07,7.05157715e-12
7.628e-07,7.051548e-12
7.728e-07,7.05151885e-12
7.828e-07,7.0514897e-12
7.928e-07,7.05146056e-12
8.028e-07,7.05143142e-12
8.128e-07,7.05140228e-12
8.228e-07,7.05137315e-12
8.328e-07,7.05134402e-12
8.428e-07,7.0513149e-12
8.528e-07,7.05128578e-12
8.628e-07,7.05125667e-12
8.728e-07,7.05122756e-12
8.828e-07,7.05119845e-12
8.928e-07,7.05116935e-12
9.028e-07,7.05114025e-12
9.128e-07,7.05111115e-12
9.228e-07,7.05108206e-12
9.328e-07,7.05105297e-12
9.428e-07,7.05102389e-12
9.528e-07,7.05099481e-12
9.628e-07,7.05096574e-12
9.728e-07,7.05093666e-12
9.828e-07,7.0509076e-12
9.928e-07,7.05087853e-12
1.0028e-06,7.05084947e-12
1.0128e-06,7.05082042e-12
1.0228e-06,7.05079137e-12
1.0328e-06,7.05076232e-12
1.0428e-06,7.05073328e-12
1.0528e-06,7.05070424e-12
1.0628e-06,7.0506752e-12
1.0728e-06,7.05064617e-12
1.0828e-06,7.05061714e-12
1.0928e-06,7.05058812e-12
1.1028e-06,7.0505591e-12
1.1128e-06,7.05053008e-12
1.1228e-06,7.05050107e-12
1.1328e-06,7.05047207e-12
1.1428e-06,7.05044306e-12
1.1528e-06,7.05041406e-12
1.1628e-06,7.05038507e-12
1.1728e-06,7.05035607e-12
1.1828e-06,7.05032709e-12
1.1928e-06,7.0502981e-12
1.2028e-06,7.05026912e-12
1.2128e-06,7.05024015e-12
1.2228e-06,7.05021118e-12
1.2328e-06,7.05018221e-12
1.2428e-06,7.05015325e-12
1.2528e-06,7.05012429e-12
1.2628e-06,7.05009533e-12
1.2728e-06,7.05006638e-12
1.2828e-06,7.05003743e-12
1.2928e-06,7.05000849e-12
1.3028e-06,7.04997955e-12
1.3128e-06,7.04995061e-12
1.3228e-06,7.04992168e-12
1.3328e-06,7.04989275e-12
1.3428e-06,7.04986383e-12
1.3528e-06,7.04983491e-12
1.3628e-06,7.04980599e-12
1.3728e-06,7.04977708e-12
1.3828e-06,7.04974817e-12
1.3928e-06,7.04971927e-12
1.4028e-06,7.04969037e-12
1.4128e-06,7.04966147e-12
1.4228e-06,7.04963258e-12
1.4328e-06,7.04960369e-12
1.4428e-06,7.04957481e-12
1.4528e-06,7.04954593e-12
1.4628e-06,7.04951705e-12
1.4728e-06,7.04948818e-12
1.4828e-06,7.04945931e-12
1.4928e-06,7.04943045e-12
1.5028e-06,7.04940159e-12
1.5128e-06,7.04937273e-12
1.5228e-06,7.04934388e-12
1.5328e-06,7.04931503e-12
1.5428e-06,7.04928619e-12
1.5528e-06,7.04925735e-12
1.5628e-06,7.04922851e-12
1.5728e-06,7.04919968e-12
1.5828e-06,7.04917085e-12
1.5928e-06,7.04914203e-12
1.6028e-06,7.04911321e-12
1.6128e-06,7.04908439e-12
1.6228e-06,7.04905558e-12
1.6328e-06,7.04902677e-12
1.6428e-06,7.04899797e-12
1.6528e-06,7.04896917e-12
1.6628e-06,7.04894037e-12
1.6728e-06,7.04891158e-12
1.6828e-06,7.04888279e-12
1.6928e-06,7.04885401e-12
