time,iout
0.0,2.78867931e-12
1e-10,2.78867906e-12
2e-10,2.7886789e-12
4e-10,2.78867856e-12
8e-10,2.7886779e-12
1.6e-09,2.78867656e-12
3.2e-09,2.78867389e-12
6.4e-09,2.78866856e-12
1.28e-08,2.78865788e-12
2.28e-08,2.78864121e-12
3.28e-08,2.78862453e-12
4.28e-08,2.78860786e-12
5.28e-08,2.78859118e-12
6.28e-08,2.78857451e-12
7.28e-08,2.78855784e-12
8.28e-08,2.78854117e-12
9.28e-08,2.78852451e-12
1.028e-07,2.78850784e-12
1.128e-07,2.78849118e-12
1.228e-07,2.78847451e-12
1.328e-07,2.78845785e-12
1.428e-07,2.78844119e-12
1.528e-07,2.78842453e-12
1.628e-07,2.78840787e-12
1.728e-07,2.78839122e-12
1.828e-07,2.78837456e-12
1.928e-07,2.78835791e-12
2.028e-07,2.78834125e-12
2.128e-07,2.7883246e-12
2.228e-07,2.78830795e-12
2.328e-07,2.7882913e-12
2.428e-07,2.78827465e-12
2.528e-07,2.78825801e-12
2.628e-07,2.78824136e-12
2.728e-07,2.78822472e-12
2.828e-07,2.78820808e-12
2.928e-07,2.78819143e-12
3.028e-07,2.78817479e-12
3.128e-07,2.78815816e-12
3.228e-07,2.78814152e-12
3.328e-07,2.78812488e-12
3.428e-07,2.78810825e-12
3.528e-07,2.78809161e-12
3.628e-07,2.78807498e-12
3.728e-07,2.78805835e-12
3.828e-07,2.78804172e-12
3.928e-07,2.78802509e-12
4.028e-07,2.78800847e-12
4.128e-07,2.78799184e-12
4.228e-07,2.78797522e-12
4.328e-07,2.78795859e-12
4.428e-07,2.78794197e-12
4.528e-07,2.78792535e-12
4.628e-07,2.78790873e-12
4.728e-07,2.78789211e-12
4.828e-07,2.7878755e-12
4.928e-07,2.78785888e-12
5.028e-07,2.78784227e-12
5.128e-07,2.78782565e-12
5.228e-07,2.78780904e-12
5.328e-07,2.78779243e-12
5.428e-07,2.78777582e-12
5.528e-07,2.78775922e-12
5.628e-07,2.78774261e-12
5.728e-07,2.787726e-12
5.828e-07,2.7877094e-12
5.928e-07,2.7876928e-12
6.028e-07,2.7876762e-12
6.128e-07,2.7876596e-12
6.228e-07,2.787643e-12
6.328e-07,2.7876264e-12
6.428e-07,2.78760981e-12
6.528e-07,2.78759321e-12
6.628e-07,2.78757662e-12
6.728e-07,2.78756002e-12
6.828e-07,2.78754343e-12
6.928e-07,2.78752684e-12
7.028e-07,2.78751026e-12
7.128e-07,2.78749367e-12
7.228e-07,2.78747708e-12
7.328e-07,2.7874605e-12
7.428e-07,2.78744392e-12
7.528e-07,2.78742733e-12
7.628e-07,2.78741075e-12
7.728e-07,2.78739417e-12
7.828e-07,2.7873776e-12
7.928e-07,2.78736102e-12
8.028e-07,2.78734444e-12
8.128e-07,2.78732787e-12
8.228e-07,2.7873113e-12
8.328e-07,2.78729473e-12
8.428e-07,2.78727816e-12
8.528e-07,2.78726159e-12
8.628e-07,2.78724502e-12
8.728e-07,2.78722845e-12
8.828e-07,2.78721189e-12
8.928e-07,2.78719532e-12
9.028e-07,2.78717876e-12
9.128e-07,2.7871622e-12
9.228e-07,2.78714564e-12
9.328e-07,2.78712908e-12
9.428e-07,2.78711253e-12
9.528e-07,2.78709597e-12
9.628e-07,2.78707941e-12
9.728e-07,2.78706286e-12
9.828e-07,2.78704631e-12
9.928e-07,2.78702976e-12
1.0028e-06,2.78701321e-12
1.0128e-06,2.78699666e-12
1.0228e-06,2.78698011e-12
1.0328e-06,2.78696357e-12
1.0428e-06,2.78694702e-12
1.0528e-06,2.78693048e-12
1.0628e-06,2.78691394e-12
1.0728e-06,2.7868974e-12
1.0828e-06,2.78688086e-12
1.0928e-06,2.78686432e-12
1.1028e-06,2.78684778e-12
1.1128e-06,2.78683125e-12
1.1228e-06,2.78681471e-12
1.1328e-06,2.78679818e-12
1.1428e-06,2.78678165e-12
1.1528e-06,2.78676512e-12
1.1628e-06,2.78674859e-12
