time,iout
0.0,2.65400793e-12
1e-10,2.34006463e-12
2e-10,2.18442957e-12
4e-10,1.916197e-12
7.01287697e-10,1.42246463e-12
1.02085815e-09,3.34021254e-13
1.34828651e-09,7.25875436e-14
1.71187178e-09,2.24932177e-14
2.23386159e-09,1.11920187e-14
3.27784122e-09,6.34225529e-14
4.75692313e-09,3.49117395e-10
5.77400513e-09,3.80233299e-07
7.05836008e-09,4.04455668e-06
7.87483891e-09,7.36663848e-06
8.83273281e-09,1.03265578e-05
1.0421628e-08,1.27500051e-05
1.21593636e-08,1.36397096e-05
1.42342232e-08,1.41394079e-05
1.7262366e-08,1.48602744e-05
2.2785927e-08,1.63953112e-05
2.76298005e-08,1.77206872e-05
3.1545241e-08,1.73109682e-05
3.5427676e-08,1.40538823e-05
3.84190527e-08,1.0852489e-05
4.08636933e-08,8.70918412e-06
4.35961394e-08,6.97116375e-06
4.63360088e-08,5.75831206e-06
4.88279774e-08,4.98610982e-06
5.38119146e-08,3.9871916e-06
6.07072006e-08,3.2130633e-06
7.06102814e-08,2.61721868e-06
8.06102814e-08,2.27712618e-06
9.06102814e-08,2.04991703e-06
1.00610281e-07,1.87906929e-06
1.10610281e-07,1.74299567e-06
1.20610281e-07,1.6320122e-06
1.30610281e-07,1.54038439e-06
1.40610281e-07,1.46432897e-06
1.50610281e-07,1.40023796e-06
1.60610281e-07,1.34568258e-06
1.70610281e-07,1.29878367e-06
1.80610281e-07,1.25809404e-06
1.90610281e-07,1.22251031e-06
2.00610281e-07,1.19118212e-06
2.10610281e-07,1.16344066e-06
2.20610281e-07,1.13875005e-06
2.30610281e-07,1.11667489e-06
2.40610281e-07,1.09685767e-06
2.50610281e-07,1.07900219e-06
2.60610281e-07,1.06286104e-06
2.70610281e-07,1.04822598e-06
2.80610281e-07,1.03492049e-06
2.90610281e-07,1.02279393e-06
3.00610281e-07,1.01171698e-06
3.10610281e-07,1.00157801e-06
3.20610281e-07,9.92280138e-07
3.30610281e-07,9.83738874e-07
3.40610281e-07,9.75880215e-07
3.50610281e-07,9.68639067e-07
3.60610281e-07,9.61957942e-07
3.70610281e-07,9.55785888e-07
3.80610281e-07,9.50077587e-07
3.90610281e-07,9.44792605e-07
4.00610281e-07,9.39894753e-07
4.10610281e-07,9.35351552e-07
4.20610281e-07,9.3113377e-07
4.30610281e-07,9.27215039e-07
4.40610281e-07,9.2357151e-07
4.50610281e-07,9.20181569e-07
4.60610281e-07,9.17025585e-07
4.70610281e-07,9.14085695e-07
4.80610281e-07,9.11345611e-07
4.90610281e-07,9.08790457e-07
5.00610281e-07,9.06406625e-07
5.10610281e-07,9.04181647e-07
5.20610281e-07,9.02104082e-07
5.30610281e-07,9.00163416e-07
5.40610281e-07,8.98349979e-07
5.50610281e-07,8.9665486e-07
5.60610281e-07,8.95069843e-07
5.70610281e-07,8.93587341e-07
5.80610281e-07,8.92200345e-07
5.90610281e-07,8.90902369e-07
6.00610281e-07,8.89687408e-07
